Subject Area,BRONZE_TABLE NAME,BRONZE_TABLE_DESCRIPTION,Bronze_Attribute Column Name,Bronze_Attribute Column Physical Name,Bronze_Attribute Column Description,Natural Key Bronze,Is Multi Source,Function,Transformation Logic,Join Column Description,Silver_TABLE NAME,Silver Table Physical Name,Silver Table Description,Silver Attribute Column  Name,Silver Attribute Column Physical Name,Silver Attribute Column Definition,Comments
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",DTE_CH_END,DTE_CH_END,"Child End Date (often stored as DTE_CHILD_END) is a date field that records when a child’s eligibility certification ends. It ensures accurate coverage termination, supports compliance reporting, and provides clarity in claims adjudication and child health program analytics.",,N,,"SELECT DISTINCT
CAST(CAST(ca.DTE_CH_END AS VARCHAR(20)) AS DATE) AS CHILD_END_DT
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Child End Date,CHILD_END_DT,Child End Date – The date when child-related eligibility or status ended in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",NAM_LAST_SO,NAM_LAST_SO,Security Officer Last Name is the text field that stores the surname of the agency’s designated security officer.,,N,,"SELECT DISTINCT
INITCAP(ca.NAM_LAST_SO) AS SCR_OFFCR_LAST_NM
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Security Officer Last Name,SCR_OFFCR_LAST_NM,Screener/Officer Name Components – Last name of the officer responsible for certification or screening in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",NAM_FIRST_SO,NAM_FIRST_SO,Security Officer First Name is the text field that stores the first name of the agency’s designated security officer.,,N,,"SELECT DISTINCT INITCAP(ca.NAM_FIRST_SO) AS SCR_OFFCR_FIRST_NM
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Security Officer First Name,SCR_OFFCR_FIRST_NM,Screener/Officer Name Components – first name of the officer responsible for certification or screening in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",NAM_MI_SO,NAM_MI_SO,Security Officer Middle Name is the text field that stores the middle name of the agency’s designated security officer.,,N,,"SELECT DISTINCT
ca.NAM_MI_SO AS SCR_OFFCR_MDL_INIT
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Security Officer Middle Initial,SCR_OFFCR_MDL_INIT,Screener/Officer Name Components –  middle initial of the officer responsible for certification or screening in CERTIFICATION AGENCY DETAIL table.,
Member,ORG_FNDTN ,"In healthcare IT and business processes, ORG_FNDTN is the baseline or master record that defines an organization’s identity and core attributes.",ORG_SK,ORG_SK,Surrogate key that uniquely identifies records from ORG_FNDTN  in CERT_AGNCY_DTL record.,,N,Lookup,"SELECT DISTINCT
CAST(ofn.ORG_SK AS BIGINT) AS ORG_SK
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Org Sk,ORG_SK,Surrogate key that uniquely identifies a CERTIFICATION AGENCY DETAIL record in CERTIFICATION AGENCY DETAIL table.,
Member,NA,,SCD Column,SCD Column,NA,,N,,Current time stamp,,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Begin Effective Date,BEG_EFF_DT,Effective Start Date – The date when this record becomes valid in the data warehouse (used for SCD Type 2 history tracking) in CERTIFICATION AGENCY DETAIL table.,
Member,NA,,SCD Column,SCD Column,NA,,N,,Max date value.,,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",End Effective Date,END_EFF_DT,"Effective End Date – The date when this record is no longer valid. For current records, this is usually set to a high date (e.g., 9999-12-31) in CERTIFICATION AGENCY DETAIL table.",
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors","TENANT_CD|SRC_SYS_CD,|CERT_AGNCY_CD","TENANT_CD|SRC_SYS_CD,|CERT_AGNCY_CD",System Surrogate Key - SSK usually refers in CERTIFICATION AGENCY DETAIL to a system-generated unique identifier used to represent an entity.,,N,Drived Column SSK,"SELECT DISTINCT
CONCAT_WS('|', ca.TENANT_CD, ca.SRC_SYS_CD, 'CERT_AGNCY_CD', CERT_AGNCY_CD) AS CERT_AGNCY_DTL_SSK
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Certification Agency Ssk,CERT_AGNCY_SSK,"It helps identify and differentiate existing records when changes occur or Every time a certificate agency attribute changes , a new row is inserted with a new SSK in CERTIFICATION AGENCY DETAIL table.",
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Rec_Hash_Key,REC_HASH_KEY,"
A system-generated hash value that uniquely represents the entire record’s data content in CERTIFICATION AGENCY DETAIL table.",
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Crt_By_User_Id,CRT_BY_USER_ID,User who created the record in CERTIFICATION AGENCY DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Crt_Dt,CRT_DTTM,Date time when record is created in CERTIFICATION AGENCY DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Upd_By_User_Id,UPD_BY_USER_ID,User who updated the record in CERTIFICATION AGENCY DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Upd_Dttm,UPD_DTTM,Date time when record is updated in CERTIFICATION AGENCY DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Tenant_Cd,TENANT_CD,Code representing the customer who owns the given record in CERTIFICATION AGENCY DETAIL table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Sub_Tenant_Cd,SUB_TENANT_CD,Represents the code used to identify a sub-tenant or line of business within a multi-tenant data warehouse environment in CERTIFICATION AGENCY DETAIL table.,
